"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000159884",556.366128273062,1.03510898603466,0.118682550926693,8.72166108625373,2.74149861655234e-18,5.60451230691943e-16
"ENSG00000163513",13345.3548115132,1.39939117655708,0.160548351791235,8.71632228511906,2.87384499027009e-18,5.79673693504078e-16
"ENSG00000139132",1181.85578266924,1.86900864529097,0.214878301239099,8.69798688147337,3.3782358173667e-18,6.72446729541098e-16
"ENSG00000172986",767.400836637411,-1.5416058737077,0.17855421678241,-8.63382507278631,5.93337142407412e-18,1.16571484290121e-15
"ENSG00000183160",2936.72405730511,-1.13551352620302,0.131654150853527,-8.62497322599686,6.41076508551273e-18,1.2433596694056e-15
"ENSG00000196136",739.309178654879,2.55795502408614,0.296717695722248,8.62083745244705,6.64662044649966e-18,1.27278574828667e-15
"ENSG00000103485",876.983547374098,-1.08730718622809,0.126525356052862,-8.59359119901484,8.42925319583048e-18,1.59397177933154e-15
"ENSG00000169738",602.04981640171,1.78999329228635,0.210073913670515,8.52077852509481,1.58484345409223e-17,2.95993972512435e-15
"ENSG00000197321",9110.11696451622,-0.691312327400543,0.0812458116988928,-8.50889803357044,1.75594169978246e-17,3.23949829686696e-15
"ENSG00000146592",694.975972522806,-1.8560298021763,0.218258797006571,-8.50380295150447,1.83478866580846e-17,3.34417866703017e-15
"ENSG00000134253",144.951068185965,-1.80669290477614,0.213607165329,-8.45801638720054,2.71963907331196e-17,4.8979404644123e-15
"ENSG00000099860",373.609719689536,1.34798530854481,0.15955712325169,8.44829288140562,2.95593084550107e-17,5.26086139185179e-15
"ENSG00000128311",323.623146252674,1.28329496997487,0.152017707447052,8.44174663285092,3.12630442951059e-17,5.49938760577165e-15
"ENSG00000253368",1051.87338068471,1.81052711940791,0.215085345100595,8.41771492409736,3.83898560660774e-17,6.67542232836343e-15
"ENSG00000134243",5569.87422804189,1.96676503461938,0.234440949373873,8.38917023613866,4.89585329122052e-17,8.37001546234409e-15
"ENSG00000162616",1478.62500195149,1.30686076052284,0.155792103230359,8.38849167207454,4.92418942456785e-17,8.37001546234409e-15
"ENSG00000150907",688.476650962791,2.0263870197986,0.242856522654176,8.34396786074444,7.1838521870214e-17,1.20752573205844e-14
"ENSG00000167549",2012.78985108593,2.07275013356796,0.250050611522396,8.28932239336802,1.13895446129261e-16,1.89341792202577e-14
"ENSG00000137076",20054.8384767669,0.631397669839747,0.0762050632848441,8.28550810960773,1.17605896262343e-16,1.93384999853992e-14
"ENSG00000101342",53.7031368272962,2.80994820548519,0.339468940128622,8.27748248314122,1.25806632798564e-16,2.04645456018998e-14
"ENSG00000132970",1317.16857123589,1.04923750425311,0.126830673532834,8.27274250799812,1.30912226251638e-16,2.10685123269657e-14
"ENSG00000133142",3090.51775861329,1.39906163693579,0.169601586255886,8.24910702677603,1.59582467822347e-16,2.54122481391207e-14
"ENSG00000163491",152.333491281033,-1.85885208171874,0.225949221784613,-8.22685764100882,1.92188644479375e-16,3.02857272258749e-14
"ENSG00000148120",677.473392933758,1.18900784969701,0.145014718161901,8.1992218773928,2.41947998268039e-16,3.77339104927722e-14
"ENSG00000183722",3035.76768508864,0.699713118948203,0.0855960037877043,8.17460030825312,2.96848276784566e-16,4.58236809305808e-14
"ENSG00000103064",1735.71982860339,1.30844083573305,0.160547418844629,8.14987151552587,3.64311134199413e-16,5.56696852340274e-14
"ENSG00000162704",2647.51641081926,0.877377602003771,0.108096924347644,8.11658247724138,4.79494887271498e-16,7.25379865464323e-14
"ENSG00000143891",522.025378125847,-1.09528303657568,0.135449194960972,-8.08630156045797,6.15037947519525e-16,9.21217234660928e-14
"ENSG00000127824",250.256189339771,-1.56961394191654,0.194488435953935,-8.07047439205234,7.00255505700791e-16,1.02849177575161e-13
"ENSG00000163110",1307.00957672327,1.4002226499403,0.173493635259068,8.07074362036061,6.98712974289124e-16,1.02849177575161e-13
"ENSG00000102804",5382.05257204899,1.11038919371181,0.137634389981634,8.06767257703533,7.16508871118573e-16,1.04224482714248e-13
"ENSG00000125503",2642.92992334253,0.671297107990107,0.0837905500302402,8.01160880013121,1.13217510997971e-15,1.63119476797839e-13
"ENSG00000138078",1711.69454421181,-0.71073218800134,0.0888117382764062,-8.0026829988323,1.21737055099162e-15,1.73739449956616e-13
"ENSG00000105516",103.555045793919,-1.51844218307268,0.189928903429071,-7.9947925547822,1.29792213839726e-15,1.83504356165175e-13
"ENSG00000112576",646.673183511032,1.04682216270343,0.130976085416529,7.99246793316759,1.32263921203234e-15,1.85267462959492e-13
"ENSG00000104756",1773.42785790779,0.738353298846358,0.0924627521376324,7.98541338838051,1.40052168458978e-15,1.94376991233708e-13
"ENSG00000198431",22550.132525209,1.39144378489411,0.175342556323168,7.93557373675779,2.09524464186621e-15,2.88153281292291e-13
"ENSG00000118689",5353.974568445,1.21888560788593,0.153624733671368,7.93417556376926,2.11898172721473e-15,2.88792392516256e-13
"ENSG00000130066",4094.02815137334,1.25678328008557,0.15888215007169,7.91016032649663,2.57057626605419e-15,3.44138741175821e-13
"ENSG00000149218",2046.64979798996,1.77510097948581,0.224399918769831,7.91043503588141,2.56490995096344e-15,3.44138741175821e-13
"ENSG00000138316",788.996860846473,-2.06495562656276,0.261264248537564,-7.90370530266357,2.70732665638545e-15,3.59266996998237e-13
"ENSG00000161647",159.566408849098,1.6045059045368,0.203790455220733,7.87331233348933,3.45372994744153e-15,4.54330666477352e-13
"ENSG00000162426",171.56402069617,1.33673619700635,0.170595310609116,7.83571478156985,4.66183017165403e-15,6.07966955489502e-13
"ENSG00000179820",5333.81269432854,1.36348105260581,0.17510183486329,7.78678906289212,6.8733559533553e-15,8.88719050105632e-13
"ENSG00000119139",5612.32457620331,1.78088599938084,0.229155685027408,7.77151131628191,7.75551489071837e-15,9.9428329887108e-13
"ENSG00000136999",446.971397273606,-2.15921048191345,0.279429275720363,-7.72721639973854,1.09923696435484e-14,1.39741653754286e-12
"ENSG00000146250",313.821137829102,-2.20719278902315,0.286031711488833,-7.71660169263895,1.19472261811803e-14,1.50614698057414e-12
"ENSG00000152332",3008.20914259827,0.66278787949476,0.0863107986940877,7.67908407201614,1.60230058861799e-14,2.00327300038124e-12
"ENSG00000112773",525.998125166656,-1.16795652077571,0.152142700215626,-7.67671744434938,1.63216894076841e-14,2.02388948655283e-12
"ENSG00000140545",9643.89243351853,1.13813001861565,0.148617967262192,7.65809168017859,1.88716155126951e-14,2.32105528029311e-12
"ENSG00000136478",3731.86033954668,1.40805748554785,0.18450992662561,7.63133730146102,2.32330919476881e-14,2.83443721761795e-12
"ENSG00000122966",304.385980392181,-1.5097501986421,0.198092084324235,-7.62145647461086,2.5082921930484e-14,3.0356355437149e-12
"ENSG00000049323",20410.0860039713,0.704001388139032,0.0924219390427203,7.617254035469,2.5912904648776e-14,3.11119382164034e-12
"ENSG00000132356",2379.48217418789,0.731080059081889,0.0961094978484238,7.60674101361854,2.81093789513513e-14,3.34833610059876e-12
"ENSG00000077254",2760.44083059498,0.791456547024213,0.104761203003454,7.55486310135363,4.19300640642696e-14,4.95560944659587e-12
"ENSG00000168234",600.327691176793,0.838174109163863,0.11101252714164,7.55026599920963,4.34370168714214e-14,5.09391621109196e-12
"ENSG00000113456",1042.060350359,0.779434110131984,0.10364580586441,7.52017029180754,5.470494172613e-14,6.36597198794534e-12
"ENSG00000126016",404.398400122558,-2.08231711007054,0.277143692080748,-7.51349270999765,5.75703501366418e-14,6.5979110368721e-12
"ENSG00000157110",3434.9371292854,0.798116967006696,0.106222511777227,7.51363297339954,5.75086714387916e-14,6.5979110368721e-12
"ENSG00000146006",70.6309989496603,-2.61417538589677,0.349226370020163,-7.4856185280219,7.12109568218244e-14,8.09984477293654e-12
"ENSG00000169744",723.01402678599,-1.25856109824584,0.168944114823834,-7.44957052548528,9.36445708177564e-14,1.05720527412763e-11
"ENSG00000196932",76.8390518792512,-1.76907511055041,0.237789099573452,-7.43968127102456,1.00928517886274e-13,1.13099749524708e-11
"ENSG00000131871",812.424686783872,0.665051854286121,0.0894716605213875,7.43310060873572,1.06081151810436e-13,1.17999681219726e-11
"ENSG00000147119",456.95140071251,1.4557200114462,0.195983044760148,7.42778546597117,1.10430872274643e-13,1.21941477063562e-11
"ENSG00000170214",201.751000183794,2.53331352875181,0.341424181051771,7.41984214752406,1.17260003272274e-13,1.28544154311809e-11
"ENSG00000148848",1381.85270141484,-1.67825966479014,0.226290563947967,-7.41639260387382,1.20353387769221e-13,1.3098604677502e-11
"ENSG00000020577",3148.94122875977,1.15630338434907,0.156598942684978,7.38385179697636,1.5377461170655e-13,1.66164451849763e-11
"ENSG00000138074",455.640505436127,1.11397075161882,0.151183761703236,7.36832275549191,1.72788059151447e-13,1.85385656655538e-11
"ENSG00000174306",3453.200286637,1.06385132865426,0.144590581552019,7.35768068179131,1.87133024980416e-13,1.99362563514347e-11
"ENSG00000042286",599.809958530685,0.701548819299739,0.095600426949771,7.33834399786035,2.16252772687671e-13,2.28774261903433e-11
"ENSG00000164105",538.355706819132,1.15204090651906,0.157514019663799,7.31389440113328,2.59509111014778e-13,2.72628738293858e-11
"ENSG00000067369",2102.96945349668,-0.702204058072819,0.0961127939723369,-7.30604146493678,2.75127303231431e-13,2.87043161605868e-11
"ENSG00000116132",5567.24077353662,-0.744161193814508,0.102312489154368,-7.27341500500226,3.50511368441205e-13,3.63187396012229e-11
"ENSG00000277443",5819.2400512788,-1.1696831028578,0.161378293283737,-7.24808200072641,4.22714682211558e-13,4.35022293367105e-11
"ENSG00000087448",1029.52932093845,0.99659497601001,0.137672260032732,7.23889457304662,4.52356480894917e-13,4.62381678579615e-11
"ENSG00000114270",1600.16543561964,1.21807713398581,0.168542687666335,7.22711350371509,4.93367744419939e-13,5.00917264267438e-11
"ENSG00000134318",4532.90173037411,0.766336175016151,0.106077494291406,7.22430502469208,5.03670923251395e-13,5.07968915129807e-11
"ENSG00000108960",1740.19798309104,1.5106255593351,0.210183273387154,7.1871825716243,6.61419420766164e-13,6.62645893864274e-11
"ENSG00000277196",36.1901302568853,2.66981145408068,0.372668887717198,7.16403097246659,7.83386924833256e-13,7.79676144662993e-11
"ENSG00000157152",39.3407229279849,2.16730835651235,0.302659505558284,7.16087985577902,8.01608816107013e-13,7.92597266017444e-11
"ENSG00000165802",1607.02123231608,0.942007028441739,0.131890615676954,7.14233551497738,9.17582882071394e-13,9.01376223375068e-11
"ENSG00000233608",4677.10119351861,0.717651866382663,0.100748838723359,7.12317755198379,1.05466812574161e-12,1.02935609072381e-10
"ENSG00000155962",399.773301149283,-1.07425279320517,0.150902126593279,-7.11887113493478,1.08814586007709e-12,1.05522247251578e-10
"ENSG00000183508",90.3052529349409,-2.04475749358952,0.288161455186219,-7.09587440231425,1.28536172373341e-12,1.2385319844993e-10
"ENSG00000172465",451.847687171403,0.975895390354706,0.137846513371277,7.07957979122928,1.44592227593017e-12,1.38442482216909e-10
"ENSG00000170365",440.567510182441,-0.974342396618264,0.137750975102183,-7.07321596740421,1.51383602654259e-12,1.44033405091423e-10
"ENSG00000188215",583.091058388238,0.672522587861413,0.095126570081129,7.06976596851805,1.55195208671899e-12,1.4673706979928e-10
"ENSG00000125848",184.725551712782,-2.02318717528379,0.286546068011306,-7.06060002611504,1.65785156272657e-12,1.55776263608246e-10
"ENSG00000143344",1081.29606808733,-1.02417011672635,0.145275856109807,-7.04983019306546,1.7913626263955e-12,1.67282307482168e-10
"ENSG00000171793",696.230481492342,1.48821207196643,0.211906827164368,7.02295481406119,2.17224480544986e-12,2.01605640594144e-10
"ENSG00000099204",852.738214777329,1.33261315884254,0.190229743994055,7.00528282729634,2.46487396769857e-12,2.27369593800878e-10
"ENSG00000084090",3687.6065632505,1.15869589243726,0.165542606387662,6.99938171641365,2.57094526154137e-12,2.3571672676726e-10
"ENSG00000185813",542.652954959198,1.02453037683574,0.146427525727281,6.99684278449062,2.61794765868126e-12,2.38580193858616e-10
"ENSG00000108604",2187.2675915473,1.21955112810425,0.174360088475549,6.99443971821146,2.66321059783607e-12,2.41251795952479e-10
"ENSG00000177674",764.474981069582,1.08446734305906,0.155264795136273,6.98463126884137,2.85605093283522e-12,2.57180586380543e-10
"ENSG00000108830",207.111531735843,-1.83638881349876,0.263009472309419,-6.98221549731233,2.90560969177849e-12,2.60095049806065e-10
"ENSG00000093167",2143.3476076315,0.681248320772931,0.0977030442836438,6.9726416998347,3.11044102575752e-12,2.76792657868587e-10
"ENSG00000173517",8182.69575723465,0.979861562724334,0.140583692856252,6.96995179751219,3.17049596612683e-12,2.8048691798577e-10
"ENSG00000182197",5315.48796069254,-0.781813424435022,0.112300885537566,-6.96177435015415,3.36013416370642e-12,2.95535521096225e-10
"ENSG00000143878",3361.81675955872,1.15147998899238,0.165554589755548,6.95528883066675,3.5184043867143e-12,3.07667176660196e-10
"ENSG00000173221",1867.42208938398,1.01414211805227,0.145954096123313,6.94836352653952,3.69547749659798e-12,3.21294158439852e-10
"ENSG00000071282",4091.27993782563,1.4573051790627,0.210030885973633,6.93852798033545,3.9620652776434e-12,3.4250356297251e-10
"ENSG00000145685",2024.86056126334,-1.11369441323273,0.160572656696,-6.93576625154307,4.04025174201833e-12,3.47278002007121e-10
"ENSG00000105835",2566.88138382778,0.947807508553699,0.136953655130336,6.92064412338387,4.4959464566367e-12,3.84263717491526e-10
"ENSG00000136997",749.941478614152,0.840109024991121,0.121977473336121,6.88741127368756,5.68167867084768e-12,4.82878847935863e-10
"ENSG00000137801",94530.9109438694,1.64837232765094,0.239850418558306,6.87250135963483,6.30857789701857e-12,5.33162940927916e-10
"ENSG00000137767",2380.7661405682,0.978705164430827,0.142658286562353,6.8604859066708,6.86267143473645e-12,5.76769408137183e-10
"ENSG00000205208",599.124719980782,-1.27391586834601,0.185822884555638,-6.85553811842038,7.10445742410598e-12,5.93791336529698e-10
"ENSG00000165996",290.653293553978,1.01781382506146,0.148993914509297,6.83124427204673,8.41812489530804e-12,6.99721941847363e-10
"ENSG00000114098",986.026224073992,0.994080516510149,0.14571737724226,6.8219764541703,8.97963871892944e-12,7.42316800764834e-10
"ENSG00000196569",18064.3664300771,1.77195396235833,0.259775740734075,6.82109098159491,9.03516943585195e-12,7.42848061008523e-10
"ENSG00000103381",788.647566819423,0.941611930338204,0.138091752299817,6.81874126916597,9.18416331185001e-12,7.51016338279281e-10
"ENSG00000068831",92.8018949080218,1.55161351896132,0.229432219134015,6.76284056710882,1.35312117067279e-11,1.10053855214721e-09
"ENSG00000100242",3905.31285956984,1.52781954782891,0.226215272850703,6.75383022806438,1.43992231610016e-11,1.16487405336702e-09
"ENSG00000159840",9428.64662486812,0.698864365914811,0.103493296404005,6.75275008331617,1.45068707714949e-11,1.16734011186795e-09
"ENSG00000114853",2770.85195738263,0.716892906326223,0.106310760659162,6.74337105558503,1.54753319268972e-11,1.23868159465662e-09
"ENSG00000163083",425.114876638656,2.37448673599674,0.352944103988885,6.72765661520023,1.72417215290028e-11,1.37280401731976e-09
"ENSG00000189184",6553.75163027371,-0.872161120822562,0.129738689627598,-6.72244434814329,1.78701000546166e-11,1.41538677291225e-09
"ENSG00000136877",1049.71923068896,0.672547222550029,0.10018550512389,6.71301923085935,1.90637977437727e-11,1.50206839722809e-09
"ENSG00000106615",2235.48854826141,0.960887080077385,0.143320989267962,6.70444074510853,2.02179173455085e-11,1.58474950053292e-09
"ENSG00000107562",27826.6530130906,-1.64903306630119,0.246238994469286,-6.69688028029562,2.1291590960926e-11,1.66030509307675e-09
"ENSG00000163661",9918.01910954256,1.86163033736876,0.278073891352014,6.69473257024379,2.16066400698058e-11,1.6762320562873e-09
"ENSG00000132530",554.070436661569,-0.909783283117783,0.136229854959321,-6.67829590943518,2.4173656684971e-11,1.86581162413388e-09
"ENSG00000137672",647.502996763746,1.59198742441332,0.238614686941596,6.67179143420865,2.52699531965223e-11,1.94052716729436e-09
"ENSG00000124151",1617.04029497027,1.25815166402328,0.189028305355488,6.65589029990609,2.81590231465443e-11,2.15146314222688e-09
"ENSG00000185022",640.369910766327,1.19272645409601,0.179324720409963,6.65121044867244,2.90692276274089e-11,2.20984560576604e-09
"ENSG00000158079",310.647032326585,0.929750934616904,0.140109272647445,6.63589866001535,3.22531386169752e-11,2.43962740498801e-09
"ENSG00000128342",154.276285688438,-1.90625387701172,0.287422914684873,-6.63222651924504,3.30660609029326e-11,2.48867347930132e-09
"ENSG00000163378",1766.41416177331,1.20652110742399,0.182192768591548,6.62222280692626,3.53837169074289e-11,2.64992509591873e-09
"ENSG00000099337",903.309496314424,1.93779432904307,0.292702748038268,6.62034894455354,3.58351939153791e-11,2.67051632291554e-09
"ENSG00000164291",491.680275628707,0.755797174421812,0.114217608282843,6.61716862911535,3.6614375603397e-11,2.71520722611858e-09
"ENSG00000141298",2097.02267358758,1.10963894079877,0.16817669721655,6.59805406554016,4.16589359906883e-11,3.07422626179089e-09
"ENSG00000172349",898.126751874125,0.989560205711001,0.15006663562045,6.59413867459392,4.27731766594384e-11,3.14112920633002e-09
"ENSG00000093144",1547.1070655263,0.772921593779428,0.117239265533717,6.59268539649066,4.31941266887212e-11,3.15671859201437e-09
"ENSG00000070669",426.90709695752,-0.978150938722677,0.148533576795882,-6.58538601051042,4.53705070837194e-11,3.29983188058898e-09
"ENSG00000091527",4909.37066465247,0.71517390827694,0.108618657540835,6.58426392360879,4.57144453967387e-11,3.30893842087016e-09
"ENSG00000168994",1583.10992122693,1.31414597654833,0.199829579955651,6.57633357804179,4.82190130182961e-11,3.47360585209897e-09
"ENSG00000126861",312.242217393456,-1.51311643871265,0.230365236982169,-6.56833669235335,5.08803923327221e-11,3.64795533274607e-09
"ENSG00000188312",133.729682034954,-1.54774426948124,0.235912585784329,-6.5606684964921,5.35670873565387e-11,3.82246649778168e-09
"ENSG00000120690",1426.8218637027,0.821208568475202,0.125701800119629,6.53298972404264,6.44695688166044e-11,4.57885275613893e-09
"ENSG00000023909",1934.52231292628,1.17844813354934,0.180533475951651,6.52758790211821,6.68372839587816e-11,4.72483379312359e-09
"ENSG00000174437",10623.8825067878,1.25643812725462,0.192681548862795,6.52080147097691,6.99326968093276e-11,4.92065970851864e-09
"ENSG00000049246",241.503165248797,-1.664686715836,0.256124448957307,-6.49952287887002,8.05751474614231e-11,5.64324458702041e-09
